Song_ID,Chart_Year,Chart_Position,Title,Num_of_Artists,Artist(s),Main_ArtistOne_ID,Main_ArtistTwo_ID,Main_ArtistThree_ID,Main_ArtistFour_ID,Featured_ArtistOne_ID,Featured_ArtistTwo_ID,Featured_ArtistThree_ID,Released_Date,Genre_ID,Song_Length,Album,log Spotify_streams,Spotify_Streams,Genre_ID,Genre_Type
333,2023,33,Players,1,Coi Leray,55,,,,,,,11/30/2022,14,139,Players,8.712440138,515751070,14,Hip-Hop
334,2023,34,Need a Favor,1,Jelly Roll,115,,,,,,,12/9/2022,16,197,Whitsitt Chapel,8.389549137,245216188,16,Indie Pop
335,2023,35,Dance the Night,1,Dua Lipa,73,,,,,,,5/26/2023,23,176,Barbie The Album,9.036923221,1088737599,23,Pop
336,2023,36,Love You Anyway,1,Luke Combs,160,,,,,,,2/10/2023,5,229,Gettin' Old,8.325011092,211354302,5,Country
337,2023,37,One Thing at a Time,1,Morgan Wallen,179,,,,,,,12/2/2022,5,206,One Thing At A Time,8.468936295,294398976,5,Country
338,2023,38,Superhero (Heroes & Villains),3,"Metro Boomin, Future and Chris Brown",173,89,49,,,,,12/2/2022,14,182,HEROES & VILLAINS,8.944909275,880864839,14,Hip-Hop
339,2023,39,Bad Habit,1,Steve Lacy,238,,,,,,,6/6/2022,23,232,Gemini Rights,9.132143101,1355636024,23,Pop
340,2023,40,La Bebé,2,Yng Lvcas and Peso Pluma,272,200,,,,,,3/17/2023,27,234,La Bebe(Remix),9.08797579,1224547934,27,Reggaeton
341,2023,41,Golden Hour,1,Jvke,131,,,,,,,7/15/2022,5,209,this is what falling in love feels like,9.123672979,1329452972,5,Country
342,2023,42,Religiously,1,Bailey Zimmerman,18,,,,,,,3/17/2023,5,178,Religiously. The Album,8.503044297,318452232,5,Country
343,2023,43,Spin Bout U,2,Drake and 21 Savage,72,3,,,,,,11/4/2022,26,214,Her Loss,8.637619892,434130094,26,R&B
344,2023,44,Cupid,1,Fifty Fifty,84,,,,,,,2/24/2023,18,174,The Beginning: Cupid,8.988553043,973986736,18,K-pop
345,2023,45,Search & Rescue,1,Drake,72,,,,,,,4/7/2023,14,272,Search & Rescue,8.594215097,392839452,14,Hip-Hop
346,2023,46,Barbie World,3,Nicki Minaj and Ice Spice with Aqua,188,105,11,,,,,6/23/2023,23,109,Barbie World,8.725076247,530977657,23,Pop
347,2023,47,Next Thing You Know,1,Jordan Davis,125,,,,,,,8/12/2022,5,175,Next Thing You Know,8.515807772,327950103,5,Country
348,2023,48,Escapism,2,Raye featuring 070 Shake,212,,,,2,,,10/12/2022,23,272,Escapism,8.994224493,986789440,23,Pop
349,2023,49,Un x100to,2,Grupo Frontera and Bad Bunny,95,17,,,,,,4/17/2023,27,194,Un x100to,9.104708747,1272649311,27,Reggaeton
350,2023,50,Until I Found You,1,Stephen Sanchez,237,,,,,,,9/1/2021,23,177,Until I Found You,9.09721025,1250864449,23,Pop
351,2023,51,Shirt,1,SZA,243,,,,,,,10/28/2022,26,181,SOS,8.761962011,578045482,26,R&B
352,2023,52,Paint the Town Red,1,Doja Cat,69,,,,,,,8/4/2023,23,231,Paint The Town Red,9.125623315,1335436723,23,Pop
353,2023,53,Made You Look,1,Meghan Trainor,172,,,,,,,10/21/2022,23,134,Talkin' It Back,8.938251183,867463446,23,Pop
354,2023,54,Wait in the Truck,2,Hardy featuring Lainey Wilson,101,,,,146,,,8/26/2022,5,277,the mockingbird & THE CROW,8.214234625,163770104,5,Country
355,2023,55,All I Want for Christmas Is You,1,Mariah Carey,166,,,,,,,10/29/1994,3,241,Merry Christmas,9.336803438,2171718035,3,Christmas
356,2023,56,Everything I Love,1,Morgan Wallen,179,,,,,,,1/31/2023,5,187,3 Songs At A Time Sampler,8.339954685,218753336,5,Country
357,2023,57,Chemical,1,Post Malone,207,,,,,,,4/14/2023,23,183,AUSTIN,8.790363158,617110815,23,Pop
358,2023,58,Heart Like a Truck,1,Lainey Wilson,146,,,,,,,5/20/2022,5,199,Bell Bottom Country,8.316395192,207202596,5,Country
359,2023,59,"Going, Going, Gone",1,Luke Combs,160,,,,,,,1/24/2022,5,177,Growin' Up,8.466406865,292689313,5,Country
360,2023,60,Rockin' Around the Christmas Tree,1,Brenda Lee,34,,,,,,,11/29/1958,3,126,Merry Christmas From Brenda Lee,9.110582362,1289978172,3,Christmas
361,2023,61,Dancin' in the Country,1,Tyler Hubbard,262,,,,,,,8/19/2022,5,179,Tyler Hubbard,8.290391125,195160142,5,Country
362,2023,62,Daylight,1,David Kushner,64,,,,,,,8/23/2019,23,293,Lover,8.710919211,513948036,23,Pop
363,2023,63,Lift Me Up,1,Rihanna,215,,,,,,,10/28/2022,23,196,Lift Me Up,8.625366686,422052703,23,Pop
364,2023,64,Eyes Closed,1,Ed Sheeran,75,,,,,,,3/24/2023,23,194,-,8.639903353,436418702,23,Pop
365,2023,65,TQG,2,Karol G and Shakira,136,232,,,,,,2/24/2023,27,197,MANANA SERA BONITO,9.096580686,1249052480,27,Reggaeton
366,2023,66,Try That in a Small Town,1,Jason Aldean,112,,,,,,,5/19/2023,5,181,Highway Desperado,7.944586076,88020955,5,Country
367,2023,67,Tennessee Orange,1,Megan Moroney,170,,,,,,,9/2/2022,5,223,Lucky,8.546470903,351941842,5,Country
368,2023,68,Jingle Bell Rock,1,Bobby Helms,32,,,,,,,11/1/1955,3,130,Jingle Bell Rock/Captain Santa Claus,9.085444897,1217432516,3,Christmas
369,2023,69,Princess Diana,2,Ice Spice and Nicki Minaj,105,188,,,,,,4/14/2023,23,172,Princess Diana,8.40610796,254746344,23,Pop
370,2023,70,Tomorrow 2,2,GloRilla and Cardi B,94,41,,,,,,9/23/2022,14,209,"Anyways, Life's Great...",8.296571737,197957398,14,Hip-Hop
371,2023,71,A Holly Jolly Christmas,1,Burl Ives,39,,,,,,,10/2/1962,3,135,Have A Holly Jolly Christmas,8.71002738,512893718,3,Christmas
372,2023,72,Where She Goes,1,Bad Bunny,17,,,,,,,5/18/2023,23,231,WHERE SHE GOES,8.91804741,828032551,23,Pop
373,2023,73,Bebe Dame,2,Fuerza Regida and Grupo Frontera,88,95,,,,,,12/16/2022,27,271,Bebe Dame,8.814733444,652729805,27,Reggaeton
374,2023,74,I Remember Everything,2,Zach Bryan featuring Kacey Musgraves,278,,,,132,,,8/25/2023,5,227,Zach Bryan,9.013619159,1031856156,5,Country
375,2023,75,I Like You (A Happier Song),2,Post Malone featuring Doja Cat,207,,,,69,,,10/7/2022,23,192,twelve Carat Toothache,8.968044742,929062096,23,Pop
376,2023,76,What It Is (Block Boy),2,Doechii featuring Kodak Black,68,,,,143,,,3/17/2023,14,223,What It Is,8.096366071,124843539,14,Hip-Hop
377,2023,77,Nobody Gets Me,1,SZA,243,,,,,,,12/9/2022,26,180,SOS,8.974085896,942075904,26,R&B
378,2023,78,Rich Men North of Richmond,1,Oliver Anthony Music,194,,,,,,,8/8/2023,5,187,Rich Men North of Richmond,8.458684019,287530566,5,Country
379,2023,79,Super Freaky Girl,1,Nicki Minaj,188,,,,,,,8/12/2022,14,170,Super Freaky Girl,8.78625354,611298796,14,Hip-Hop
380,2023,80,Dial Drunk,2,Noah Kahan and Post Malone,192,207,,,,,,7/17/2023,23,213,Dial Drunk,8.642369204,438903662,23,Pop
381,2023,81,What Was I Made For?,1,Billie Eilish,26,,,,,,,6/13/2023,23,222,What Was I Made For?,9.104255792,1271322672,23,Pop
382,2023,82,Seven,2,Jungkook featuring Latto,129,,,,147,,,7/14/2023,23,184,Seven,9.359765526,2289631153,23,Pop
383,2023,83,Wait for U,3,Future featuring Drake and Tems,89,,,,72,247,,4/29/2022,14,189,I NEVER LIKED YOU,9.015076238,1035323897,14,Hip-Hop
384,2023,84,Last Christmas,1,Wham!,267,,,,,,,12/3/1984,3,262,LAST CHRISTMAS,9.272339876,1872146695,3,Christmas
385,2023,85,Handle on You,1,Parker McCollum,197,,,,,,,8/5/2022,5,219,Never Enough,8.129798285,134833648,5,Country
386,2023,86,Por Las Noches,1,Peso Pluma,200,,,,,,,6/11/2021,28,238,Por Las Noches,8.783627549,607613688,28,Regional Mexican
387,2023,87,Memory Lane,1,Old Dominion,193,,,,,,,1/5/2023,26,172,Memory Lane,8.234172644,171463879,26,R&B
388,2023,88,Area Codes,1,Kaliii,134,,,,,,,5/17/2023,14,139,Area Codes,8.431074679,269820336,14,Hip-Hop
389,2023,89,Bury Me in Georgia,1,Kane Brown,135,,,,,,,9/9/2022,5,242,Different Man,7.463201029,29053672,5,Country
390,2023,90,PRC,2,Peso Pluma and Natanael Cano,200,183,,,,,,1/24/2023,14,184,PRC,8.87497469,749850508,14,Hip-Hop
391,2023,91,What My World Spins Around,1,Jordan Davis,125,,,,,,,5/27/2022,5,186,Bluebird Days,8.469367583,294691482,5,Country
392,2023,92,Ain't That Some,1,Morgan Wallen,179,,,,,,,3/3/2023,5,158,One Thing At A Time,8.496152613,313438697,5,Country
393,2023,93,Wild as Her,1,Corey Kent,57,,,,,,,3/4/2022,5,199,Wild as Her,8.372680672,235874326,5,Country
394,2023,94,Peaches & Eggplants,2,Young Nudy featuring 21 Savage,274,,,,2,,,2/28/2023,14,203,Gumbo,8.294250752,196902283,14,Hip-Hop
395,2023,95,I Wrote the Book,1,Morgan Wallen,179,,,,,,,1/31/2023,23,181,3 Songs At A Time Sampler,8.235481422,171981377,23,Pop
396,2023,96,"Bzrp Music Sessions, Vol. 53",2,Bizarrap and Shakira,27,232,,,,,,1/11/2023,19,214,"Bzrp Music Sessions, Vol. 53",9.024701296,1058525431,19,Latin
397,2023,97,Meltdown,2,Travis Scott featuring Drake,257,,,,72,,,7/28/2023,14,246,UTOPIA,8.636136124,432649418,14,Hip-Hop
398,2023,98,Put It on da Floor Again,2,Latto featuring Cardi B,147,,,,41,,,6/2/2023,14,185,Put It on da Floor Again,7.879632381,75793573,14,Hip-Hop
399,2023,99,Bloody Mary,1,Lady Gaga,145,,,,,,,5/23/2011,23,244,Born This Way (Special Edition),8.806505535,640479944,23,Pop
400,2023,100,Watermelon Moonshine,1,Lainey Wilson,146,,,,,,,8/12/2022,5,208,Bell Bottom Country,8.274541548,188166171,5,Country
401,2024,1,Lose Control,1,Teddy Swims,246,,,,,,,6/23/2023,10,210,Lose Control,9.220346852,1660912875,10,EDM
402,2024,2,A Bar Song (Tipsy),1,Shaboozey,230,,,,,,,12/2/2024,5,171,A Bar Song (Tipsy),9.074667048,1187591410,5,Country
403,2024,3,Beautiful Things,1,Benson Boone,24,,,,,,,1/18/2024,23,180,Beautiful Things,9.298051005,1986328184,23,Pop
404,2024,4,I Had Some Help,2,Post Malone featuring Morgan Wallen,207,,,,179,,,5/10/2024,17,178,I Had Some Hlep,9.005429787,1012581030,17,Indie Rock
405,2024,5,Lovin on Me,1,Jack Harlow,110,,,,,,,11/10/2023,26,138,Lovin On Me,8.95247409,896342709,26,R&B
406,2024,6,Not Like Us,1,Kendrick Lamar,140,,,,,,,5/4/2024,14,274,Not Like Us,9.13525379,1365380795,14,Hip-Hop
407,2024,7,Espresso,1,Sabrina Carpenter,221,,,,,,,4/11/2024,23,175,Please Please Please,9.321481704,2096436458,23,Pop
408,2024,8,Million Dollar Baby,1,Tommy Richman,253,,,,,,,4/26/2024,23,155,Million Dollar Baby,9.062167276,1153897616,23,Pop
409,2024,9,I Remember Everything,2,Zach Bryan featuring Kacey Musgraves,278,,,,132,,,8/25/2023,5,227,Zach Bryan,9.013619159,1031856156,5,Country
410,2024,10,Too Sweet,1,Hozier,103,,,,,,,3/22/2024,23,251,Unheard,9.14563098,1398398600,23,Pop
411,2024,11,Stick Season,1,Noah Kahan,192,,,,,,,7/8/2022,15,182,Stick Season,9.163160009,1455995421,15,Indie Folk
412,2024,12,Cruel Summer,1,Taylor Swift,245,,,,,,,8/23/2019,23,178,Lover,9.451913021,2830824994,23,Pop
413,2024,13,Greedy,1,Tate McRae,244,,,,,,,9/15/2023,23,121,greedy,9.234361559,1715384805,23,Pop
414,2024,14,Like That,3,"Future, Metro Boomin and Kendrick Lamar",89,173,140,,,,,3/22/2024,14,267,WE DON'T TRUST YOU,8.8688973,739430398,14,Hip-Hop
415,2024,15,Birds of a Feather,1,Billie Eilish,26,,,,,,,5/17/2024,17,210,HIT ME HARD AND SOFT,9.366521566,2325527962,17,Indie Rock
416,2024,16,Please Please Please,1,Sabrina Carpenter,221,,,,,,,6/6/2024,16,186,Please Please Please,9.128970024,1345767464,16,Indie Pop
417,2024,17,Agora Hills,1,Doja Cat,69,,,,,,,9/22/2023,16,265,Scarlet,8.853744313,714075796,16,Indie Pop
418,2024,18,"Good Luck, Babe!",1,Chappell Roan,45,,,,,,,4/5/2024,16,218,"Good Luck, Babe!",9.150274796,1413431597,16,Indie Pop
419,2024,19,Saturn,1,SZA,243,,,,,,,2/22/2024,26,186,Saturn,8.898192639,791029425,26,R&B
420,2024,20,Snooze,1,SZA,243,,,,,,,12/9/2022,26,186,Saturn,8.898192639,791029425,26,R&B
421,2024,21,Paint the Town Red,1,Doja Cat,69,,,,,,,8/4/2023,23,231,Paint The Town Red,9.125623315,1335436723,23,Pop
422,2024,22,Fortnight,2,Taylor Swift featuring Post Malone,245,,,,207,,,4/19/2024,17,228,THE TORTURED POETS DEPARTMENT,8.946435639,883966159,17,Indie Rock
423,2024,23,Fast Car,1,Luke Combs,160,,,,,,,3/24/2023,5,265,gettin' Old,8.875788818,751257496,5,Country
424,2024,24,Water,1,Tyla,261,,,,,,,6/28/2023,23,182,Water,9.019846523,1046758564,23,Pop
425,2024,25,Feather,1,Sabrina Carpenter,221,,,,,,,3/17/2023,15,185,emails i can't send fwd:,8.935916811,862813260,15,Indie Folk
426,2024,26,We Can't Be Friends (Wait for Your Love),1,Ariana Grande,12,,,,,,,3/8/2024,16,228,eternal sunshine ,9.121641694,1323249365,16,Indie Pop
427,2024,27,Austin,1,Dasha,62,,,,,,,11/17/2023,5,171,What Happens Now?,8.904810989,803176492,5,Country
428,2024,28,Last Night,1,Morgan Wallen,179,,,,,,,1/31/2023,5,163,3 Songs At A Time Sampler,9.084490387,1214759733,5,Country
429,2024,29,Cowgirls,2,Morgan Wallen featuring Ernest,179,,,,82,,,3/3/2023,5,181,One Thing At A Time,8.735408312,543761321,5,Country
430,2024,30,Pink Skies,1,Zach Bryan,278,,,,,,,5/24/2024,16,194,Pink Skies,8.653766019,450573887,16,Indie Pop
431,2024,31,Thinkin' Bout Me,1,Morgan Wallen,179,,,,,,,3/3/2023,23,177,One Thing At A Time,8.792904504,620732528,23,Pop
432,2024,32,Texas Hold 'Em,1,Beyoncé,25,,,,,,,2/11/2024,5,233,Texas Hold 'Em,8.809170926,644422842,5,Country
433,2024,33,Is It Over Now?,1,Taylor Swift,245,,,,,,,10/27/2023,23,229,1989(Taylor's Version),8.708414539,510992515,23,Pop
434,2024,34,Miles on It,2,Marshmello and Kane Brown,168,135,,,,,,5/3/2024,14,168,Miles on It,8.417120916,261288873,14,Hip-Hop
435,2024,35,I Can Do It with a Broken Heart,1,Taylor Swift,245,,,,,,,4/19/2024,5,218,THE TORTURED POETS DEPARTMENT,8.797543133,627398005,5,Country
436,2024,36,Wild Ones,2,Jessie Murph and Jelly Roll,117,115,,,,,,10/6/2023,23,141,Wild Ones,8.439891391,275354001,23,Pop
437,2024,37,Ain't No Love in Oklahoma,1,Luke Combs,160,,,,,,,5/16/2024,5,210,Twisters: The Album,8.484749578,305316010,5,Country
438,2024,38,Carnival,3,¥$: Ye and Ty Dolla Sign featuring Rich the Kid and Playboi Carti,1,,,,214,203,,2/10/2024,23,264,VULTURES 1,8.860844062,725845289,23,Pop
439,2024,39,Houdini,1,Eminem,79,,,,,,,5/31/2024,23,227,Houdini,8.78155088,604715193,23,Pop
440,2024,40,Wanna Be,2,GloRilla and Megan Thee Stallion,94,171,,,,,,4/5/2024,23,156,Wanna Be,8.275165508,188436708,23,Pop
441,2024,41,Slow It Down,1,Benson Boone,24,,,,,,,3/21/2024,26,161,Fireworks & Rollerblades,8.850022796,707982945,26,R&B
442,2024,42,Redrum,1,21 Savage,3,,,,,,,1/12/2024,14,270,american dream,8.83012434,676276568,14,Hip-Hop
443,2024,43,Houdini,1,Dua Lipa,73,,,,,,,11/9/2023,12,185,Radical Optimism,8.922022979,835647232,12,Electropop
444,2024,44,Yeah Glo!,1,GloRilla,94,,,,,,,2/9/2024,14,142,Yeah Glo!,8.408787776,256323117,14,Hip-Hop
445,2024,45,Rich Baby Daddy,3,Drake featuring Sexyy Red and SZA,72,,,,229,243,,10/6/2023,26,319,For All The Dogs,8.727027832,533369076,26,R&B
446,2024,46,What Was I Made For?,1,Billie Eilish,26,,,,,,,6/13/2023,23,222,What Was I Made For?,9.104255792,1271322672,23,Pop
447,2024,47,End of Beginning,1,Djo,67,,,,,,,9/16/2022,29,159,DECIDE,9.152137797,1419507844,29,Rock
448,2024,48,Lunch,1,Billie Eilish,26,,,,,,,5/17/2024,16,179,HIT ME HARD AMD SOFT,8.873856733,747922732,16,Indie Pop
449,2024,49,Never Lose Me,1,Flo Milli,85,,,,,,,12/1/2023,16,125,Never Lose Me,8.663484266,460770075,16,Indie Pop
450,2024,50,Lies Lies Lies,1,Morgan Wallen,179,,,,,,,3/3/2024,23,198,Lies Lies Lies,8.382842018,241458233,23,Pop
451,2024,51,Type Shit,4,"Future, Metro Boomin, Travis Scott, and Playboi Carti",89,173,257,203,,,,3/22/2024,14,228,WE DON't TRUST YOU,8.723769753,529382710,14,Hip-Hop
452,2024,52,Gata Only,2,FloyyMenor and Cris MJ,87,58,,,,,,2/2/2024,19,222,Gata Only,9.18285677,1523550205,19,Latin
453,2024,53,Hot to Go!,1,Chappell Roan,45,,,,,,,8/11/2023,23,184,The Rise and Fall of a Midwest Princess,8.8062467,640098339,23,Pop
454,2024,54,All I Want for Christmas Is You,1,Mariah Carey,166,,,,,,,10/29/1994,3,241,Merry Christmas,9.336803438,2171718035,3,Christmas
455,2024,55,Get It Sexyy,1,Sexyy Red,229,,,,,,,3/15/2024,26,148,Get It Sexyy,8.350857489,224314573,26,R&B
456,2024,56,Made for Me,1,Muni Long,180,,,,,,,9/15/2023,23,188,Made For Me,8.36859705,233666821,23,Pop
457,2024,57,Vampire,1,Olivia Rodrigo,195,,,,,,,6/30/2023,17,219,GUTS,9.117144856,1309618666,17,Indie Rock
458,2024,58,Whatever She Wants,1,Bryson Tiller,37,,,,,,,2/13/2024,23,161,Whatever She Wants,8.563026495,365617096,23,Pop
459,2024,59,Rockin' Around the Christmas Tree,1,Brenda Lee,34,,,,,,,11/29/1958,3,126,Merry Christmas From Brenda Lee,9.110582362,1289978172,3,Christmas
460,2024,60,Pretty Little Poison,1,Warren Zeiders,266,,,,,,,3/17/2023,16,218,Pretty Little Poison,8.41459956,259776320,16,Indie Pop
461,2024,61,First Person Shooter,2,Drake featuring J. Cole,72,,,,109,,,10/6/2023,23,247,For All The Dogs,8.62211895,418908285,23,Pop
462,2024,62,Die with a Smile,2,Lady Gaga and Bruno Mars,145,36,,,,,,8/16/2024,29,251,Die with a Smile,9.345860933,2217486236,29,Rock
463,2024,63,I Like the Way You Kiss Me,1,Artemas,14,,,,,,,3/19/2024,26,142,i like the way you kiss me,9.094333894,1242607280,26,R&B
464,2024,64,Need a Favor,1,Jelly Roll,115,,,,,,,12/9/2022,16,197,Whitsitt Chapel,8.389549137,245216188,16,Indie Pop
465,2024,65,Save Me,2,Jelly Roll featuring Lainey Wilson,115,,,,146,,,6/16/2020,29,237,Whitsitt Chapel,8.185517952,153291457,29,Rock
466,2024,66,Euphoria,1,Kendrick Lamar,140,,,,,,,4/30/2024,23,383,euphoria,8.566064194,368183392,23,Pop
467,2024,67,Truck Bed,1,Hardy,101,,,,,,,10/10/2022,5,167,the mockingbird & THE CROW,8.487571565,307306372,5,Country
468,2024,68,Jingle Bell Rock,1,Bobby Helms,32,,,,,,,11/1/1955,3,130,Jingle Bell Rock/Captain Santa Claus,9.085444897,1217432516,3,Christmas
469,2024,69,Flowers,1,Miley Cyrus,175,,,,,,,1/13/2023,23,200,Endless Summer Vacation,9.396070459,2489261139,23,Pop
470,2024,70,Where the Wild Things Are,1,Luke Combs,160,,,,,,,3/24/2023,17,239,Gettin' Old,8.582637734,382505544,17,Indie Rock
471,2024,71,Everybody,2,Nicki Minaj featuring Lil Uzi Vert,188,,,,156,,,12/8/2023,23,180,Pink Friday 2,8.175395837,149760002,23,Pop
472,2024,72,La Diabla,1,Xavi,269,,,,,,,1/30/2023,19,172,La Diabla,8.940980515,872932202,19,Latin
473,2024,73,Stargazing,1,Myles Smith,182,,,,,,,5/10/2024,16,172,Stargazing,8.855573853,717090309,16,Indie Pop
474,2024,74,Last Christmas,1,Wham!,267,,,,,,,12/3/1984,3,262,LAST CHRISTMAS,9.272339876,1872146695,3,Christmas
475,2024,75,I Am Not Okay,1,Jelly Roll,115,,,,,,,6/12/2024,29,198,Beautifully Broken,8.039344289,109482395,29,Rock
476,2024,76,Pour Me a Drink,2,Post Malone featuring Blake Shelton,207,,,,20,,,6/21/2024,5,181,Pour Me A Drink,8.254518645,179687822,5,Country
477,2024,77,White Horse,1,Chris Stapleton,50,,,,,,,7/21/2023,5,267,White Horse,8.422642484,264632076,5,Country
478,2024,78,Lil Boo Thang,1,Paul Russell,199,,,,,,,8/18/2023,26,114,Lil Boo Thang,8.567206727,369153276,26,R&B
479,2024,79,Good Good,3,"Usher, Summer Walker and 21 Savage",263,239,3,,,,,8/2/2023,26,247,Good Good,7.870506362,74217507,26,R&B
480,2024,80,Act II: Date @ 8,2,4Batz and Drake,6,72,,,,,,3/8/2024,16,231,Act II: Date @ 8,8.171470542,148412521,16,Indie Pop
481,2024,81,High Road,2,Koe Wetzel featuring Jessie Murph,144,,,,117,,,6/7/2024,29,179,High Road,8.255499536,180094121,29,Rock
482,2024,82,Monaco,1,Bad Bunny,17,,,,,,,10/13/2023,23,267,nadie sabe lo que va a pasar manana,8.784017139,608159001,23,Pop
483,2024,83,IDGAF,2,Drake featuring Yeat,72,,,,270,,,10/6/2023,23,260,For All The Dogs,8.714279568,517940138,23,Pop
484,2024,84,Burn It Down,1,Parker McCollum,197,,,,,,,5/12/2023,29,233,Never Enough,7.804690003,63780806,29,Rock
485,2024,85,FukUMean,1,Gunna,96,,,,,,,6/16/2023,14,125,a Gift & a Curse,9.023147931,1054746107,14,Hip-Hop
486,2024,86,Taste,1,Sabrina Carpenter,221,,,,,,,8/23/2024,14,157,Short n 'Sweet,8.971358004,936177080,14,Hip-Hop
487,2024,87,Where It Ends,1,Bailey Zimmerman,18,,,,,,,8/19/2022,23,179,Religiously. The Album.,8.473529257,297528969,23,Pop
488,2024,88,FTCU,1,Nicki Minaj,188,,,,,,,12/8/2023,14,172,Pink Friday 2,8.34993461,223838409,14,Hip-Hop
489,2024,89,Wildflower,1,Billie Eilish,26,,,,,,,5/17/2024,16,261,HIT ME HARD AND SOFT,9.021729805,1051307603,16,Indie Pop
490,2024,90,World on Fire,1,Nate Smith,184,,,,,,,4/28/2023,23,189,NATE SMITH,8.253819875,179398941,23,Pop
491,2024,91,On My Mama,1,Victoria Monét,264,,,,,,,6/16/2023,14,184,JAGUAR II,8.218122603,165242822,14,Hip-Hop
492,2024,92,"Yes, And?",1,Ariana Grande,12,,,,,,,1/12/2024,16,214,enternal sunshine deluxe,8.786277376,611332347,16,Indie Pop
493,2024,93,Exes,1,Tate McRae,244,,,,,,,11/17/2023,23,159,THINK LATER,8.760996847,576762276,23,Pop
494,2024,94,A Holly Jolly Christmas,1,Burl Ives,39,,,,,,,10/2/1962,3,135,Have A Holly Jolly Christmas,8.71002738,512893718,3,Christmas
495,2024,95,Wind Up Missin' You,1,Tucker Wetmore,259,,,,,,,3/29/2024,23,166,Wind Up Missin' You,8.413742961,259264444,23,Pop
496,2024,96,Bulletproof,1,Nate Smith,184,,,,,,,2/9/2024,23,183,Bulletproof,7.895863518,78679849,23,Pop
497,2024,97,Fe!n,2,Travis Scott featuring Playboi Carti,257,,,,203,,,7/28/2023,14,191,UTOPIA,9.095320305,1245432817,14,Hip-Hop
498,2024,98,The Painter,1,Cody Johnson,54,,,,,,,8/11/2023,17,211,The Painter,8.303408214,201098214,17,Indie Rock
499,2024,99,Down Bad,1,Taylor Swift,245,,,,,,,4/19/2024,14,261,THE TORTURED POETS DEPARTMENT,8.618753464,415674577,14,Hip-Hop
500,2024,100,Dance the Night,1,Dua Lipa,73,,,,,,,5/26/2023,23,176,Barbie The Album,9.036923221,1088737599,23,Pop
